arrival_times,severity_levels,start_times,departure_times,waiting_times
204.98445787093488,2,380.3021791527169,563.3660542322868,175.31772128178204
205.03191457143924,2,380.7736578123895,844.7764945945682,175.74174324095026
205.41170800498938,2,380.9186607641698,602.494746335017,175.5069527591804
207.28678965434725,3,293.80023999631277,380.9186607641698,86.51345034196552
207.33404477823274,1,472.04690796111737,474.32784483646395,264.71286318288463
207.53106498090176,2,384.8757377790019,435.97618051594065,177.34467279810013
208.24057808456482,3,295.9218674167383,621.3837020910532,87.68128933217346
209.03070264902226,3,302.34411294795035,321.3504130638692,93.31341029892809
209.36039485058524,2,387.89667689057563,503.12887750297534,178.5362820399904
209.53723987585676,2,389.07579513614866,541.6918402540588,179.5385552602919
210.1925216127834,1,472.48089590565155,501.7727911171948,262.2883742928682
210.22781409307754,2,393.2865657524883,640.8597588891397,183.05875165941075
210.52466723772164,2,393.46167192383797,412.3984496043039,182.93700468611632
211.62586122670592,2,394.62291832875206,407.74548330184956,182.99705710204614
211.67606971149033,2,395.23715970473205,614.081924621086,183.56108999324172
211.70540653655453,2,396.1723552646395,511.1129533440351,184.466948728085
213.61562900324284,1,474.31740032450693,558.2724715372931,260.7017713212641
214.60392904297615,2,402.6175498061725,498.48238165982053,188.01362076319637
218.27518644816405,2,411.0985061588279,458.62507679026123,192.82331971066384
218.37654062781934,2,411.8632026207785,699.1135839807393,193.48666199295917
219.26790887817006,1,474.32784483646395,589.9973974415976,255.0599359582939
219.8712748903158,3,305.4978629497792,732.6194380450629,85.62658805946339
221.66535640250208,2,420.95159300651756,474.31740032450693,199.28623660401547
222.16823478265883,2,421.30703348537486,571.1900612789168,199.13879870271603
223.06483248881986,3,310.26460181468457,471.4761930234205,87.19976932586471
224.65430852456973,2,430.0159826602502,446.15250607416795,205.36167413568046
225.16072513387135,1,482.7523701260874,662.2267588607976,257.59164499221606
225.88579237001497,2,430.2487898078203,454.96670520949965,204.36299743780532
225.89572429302294,2,431.2301038145322,935.3125335391562,205.33437952150925
226.00153348500635,3,310.60515831601043,523.2215229207244,84.60362483100408
226.4168394246004,2,431.3695126893623,465.76420005082457,204.9526732647619
226.44357339823625,1,482.81892712590775,539.0271560488328,256.3753537276715
226.5924003009434,2,431.5897777184761,778.197599157862,204.9973774175327
226.8713185017003,2,433.277436716531,654.6355436104506,206.40611821483068
226.96949413043964,2,433.81689609112095,709.8062588715122,206.8474019606813
227.2538641629535,2,435.97618051594065,616.6161166645684,208.72231635298715
227.34029573975693,2,446.15250607416795,644.1495505459454,218.81221033441102
227.35530807931207,3,316.65231107672025,997.6902267748209,89.29700299740819
227.44878927953076,2,446.96068078070755,495.21691939144773,219.5118915011768
227.60974027579826,2,448.6443547413638,561.5769226581324,221.03461446556557
229.21990810311004,1,487.16970681940427,505.1706521150451,257.94979871629425
229.34934677631557,1,487.3665765916615,803.8467826448452,258.0172298153459
229.77401160820943,2,449.10327826839267,933.5251945382222,219.32926666018324
229.8010408012625,1,487.5753510688829,490.4715583556702,257.7743102676204
231.45158928282746,1,488.22641222783176,576.2630847779243,256.7748229450043
231.6969797758206,2,454.7899736943275,890.5120113501704,223.0929939185069
231.97353640210434,1,490.4715583556702,504.8105617835954,258.49802195356585
232.29845676830556,3,320.18773695620314,622.3007873087279,87.88928018789758
232.59703372799004,1,493.98821376708065,671.8905127841188,261.3911800390906
233.0907347358858,2,454.96670520949965,460.76867316492724,221.87597047361385
233.8597440425573,2,455.1774450499113,656.0064018079161,221.31770100735397
233.9534792390194,3,321.6021674330872,448.6443547413638,87.64868819406777
234.1293772212226,1,495.21691939144773,681.1388237290564,261.0875421702251
234.9706925820363,2,458.62507679026123,1053.7600237907998,223.65438420822494
235.6008642810758,3,324.48190608559025,1363.8644313323412,88.88104180451447
235.63745027093603,3,325.6901617754264,557.1202676468714,90.05271150449039
235.72812650020336,3,327.29051897215373,1040.3823733968827,91.56239247195037
236.16324404338275,2,458.73974597862104,771.4595278928663,222.5765019352383
237.4399033735926,1,498.48238165982053,526.154899209227,261.04247828622795
238.47569092270703,2,460.7108229356286,757.3312098899303,222.23513201292155
239.03660624256338,3,327.3188536005807,340.8943798973882,88.28224735801734
239.68187325212344,2,460.76867316492724,613.1461247332788,221.0867999128038
